Date,Open,High,Low,Close,Volume
2025-01-24,2774.85,2790.47,2746.55,2771.49,5127501
2025-01-27,2748.29,2780.46,2745.01,2754.75,5843963
2025-01-28,2734.03,2751.93,2721.54,2739.92,4634424
2025-01-29,2759.75,2777.79,2719.12,2746.37,5713591
2025-01-30,2761.39,2764.25,2746.17,2749.52,4554625
2025-01-31,2716.54,2742.35,2696.78,2727.26,5268420
2025-02-03,2706.39,2729.28,2702.41,2710.65,5059919
2025-02-04,2720.98,2744.0,2685.39,2709.99,4888302
2025-02-05,2716.34,2737.88,2692.73,2728.78,4549360
2025-02-06,2707.77,2728.46,2695.88,2709.34,4234616
2025-02-07,2695.4,2719.77,2672.91,2685.11,5750272
2025-02-10,2679.13,2690.64,2652.06,2677.72,4764729
2025-02-11,2708.21,2731.52,2697.48,2700.21,4440562
2025-02-12,2715.09,2724.69,2698.63,2710.56,5834405
2025-02-13,2708.48,2712.67,2703.32,2705.22,5813209
2025-02-14,2694.05,2698.82,2670.21,2686.0,4376146
2025-02-17,2694.85,2724.5,2689.52,2699.38,5812073
2025-02-18,2705.9,2717.05,2697.82,2712.73,4802248
2025-02-19,2743.79,2749.9,2728.97,2733.99,4965325
2025-02-20,2734.07,2757.89,2704.16,2725.33,5384189
2025-02-21,2703.08,2731.13,2702.18,2707.73,4585367
2025-02-24,2699.5,2717.84,2695.02,2699.24,4694471
2025-02-25,2713.72,2750.64,2691.43,2724.2,4556723
2025-02-26,2700.33,2709.66,2691.96,2697.72,4915184
2025-02-27,2704.06,2714.48,2692.31,2703.75,4534191
2025-02-28,2676.11,2691.74,2670.93,2677.82,5440443
2025-03-03,2696.7,2714.78,2673.09,2690.19,4146745
2025-03-04,2727.04,2744.03,2706.47,2715.61,4261358
2025-03-05,2722.73,2736.61,2706.62,2728.18,4843894
2025-03-06,2740.99,2746.25,2730.32,2739.5,4795125
2025-03-07,2760.8,2777.8,2730.51,2749.73,5149107
2025-03-10,2763.62,2774.87,2757.7,2769.05,5272261
2025-03-11,2777.09,2790.35,2755.26,2778.07,4992343
2025-03-12,2808.1,2828.77,2785.71,2795.25,4595143
2025-03-13,2799.87,2809.26,2791.08,2796.15,5575250
2025-03-14,2775.28,2802.97,2751.61,2780.55,4096917
2025-03-17,2764.92,2789.11,2739.29,2765.61,4869145
2025-03-18,2790.2,2810.25,2770.92,2788.09,4838132
2025-03-19,2777.39,2777.55,2766.16,2773.07,5614903
2025-03-20,2803.35,2809.49,2790.09,2795.57,5459432
2025-03-21,2784.05,2803.6,2779.83,2796.63,4957269
2025-03-24,2774.06,2789.78,2761.82,2775.04,4665422
2025-03-25,2812.3,2829.53,2793.47,2801.33,5058596
2025-03-26,2808.39,2820.91,2773.49,2797.01,5806685
2025-03-27,2788.79,2802.43,2778.68,2795.52,5606027
2025-03-28,2811.43,2818.59,2795.68,2811.86,5496412
2025-03-31,2792.79,2808.13,2779.94,2799.18,4290191
2025-04-01,2775.35,2782.85,2753.54,2778.6,4870041
2025-04-02,2774.38,2785.91,2751.2,2773.2,4881104
2025-04-03,2774.21,2800.45,2739.62,2766.74,5846870
2025-04-04,2778.88,2782.38,2760.87,2782.21,5580151
2025-04-07,2786.64,2809.93,2762.95,2775.77,5540639
2025-04-08,2781.33,2787.47,2756.78,2778.46,4914014
2025-04-09,2774.54,2796.2,2768.94,2777.63,5518718
2025-04-10,2757.14,2761.56,2746.72,2758.04,4056552
2025-04-11,2784.22,2802.68,2756.18,2781.67,4898866
2025-04-14,2759.27,2761.72,2742.14,2760.33,4443883
2025-04-15,2753.22,2781.96,2733.35,2757.7,5994819
2025-04-16,2770.09,2779.24,2742.93,2776.97,5131243
2025-04-17,2763.22,2769.41,2725.16,2750.78,5366828
2025-04-18,2711.38,2730.9,2707.03,2724.16,5303035
2025-04-21,2694.12,2722.33,2682.37,2704.22,4457104
2025-04-22,2695.65,2712.2,2685.02,2702.23,5568513
2025-04-23,2722.2,2726.65,2695.95,2714.66,5213589
2025-04-24,2682.49,2705.75,2681.37,2687.55,4831844
2025-04-25,2704.34,2728.59,2699.76,2712.53,4509292
2025-04-28,2697.12,2720.05,2679.04,2689.79,4253870
2025-04-29,2708.35,2709.46,2693.92,2706.57,5387310
2025-04-30,2699.35,2708.56,2695.13,2699.19,5724552
2025-05-01,2696.84,2708.41,2693.92,2698.63,4964143
2025-05-02,2708.66,2730.3,2707.73,2710.41,4566403
2025-05-05,2728.43,2749.56,2702.49,2717.03,5731690
2025-05-06,2723.92,2753.5,2719.31,2730.24,4181745
2025-05-07,2716.2,2737.93,2704.51,2717.53,5401292
2025-05-08,2697.84,2733.68,2675.76,2710.61,4444847
2025-05-09,2695.8,2709.88,2684.91,2702.33,5845718
2025-05-12,2676.42,2715.1,2651.95,2689.6,5510106
2025-05-13,2685.78,2692.24,2670.24,2684.3,5492841
2025-05-14,2691.64,2694.15,2662.89,2683.78,5450782
2025-05-15,2673.65,2683.52,2657.36,2669.28,4720911
2025-05-16,2671.65,2680.48,2657.17,2665.09,4568152
2025-05-19,2647.09,2673.39,2628.97,2654.24,5557934
2025-05-20,2663.21,2668.14,2635.43,2656.25,5015438
2025-05-21,2646.12,2666.23,2633.09,2643.75,4210818
2025-05-22,2656.84,2671.87,2638.3,2662.26,5484822
2025-05-23,2658.16,2690.13,2646.29,2664.17,5462590
2025-05-26,2692.79,2713.06,2664.95,2689.08,4025722
2025-05-27,2692.45,2705.14,2670.49,2693.28,4107744
2025-05-28,2688.93,2692.0,2654.2,2679.24,5031267
2025-05-29,2658.65,2660.08,2632.63,2655.22,5180360
2025-05-30,2669.2,2686.97,2657.41,2680.32,4872780
2025-06-02,2694.13,2700.21,2673.5,2686.32,4944797
2025-06-03,2703.93,2725.37,2688.49,2709.42,5192502
2025-06-04,2719.31,2739.43,2714.9,2716.33,4435762
2025-06-05,2717.1,2725.72,2696.44,2723.51,5157611
2025-06-06,2685.72,2711.3,2674.81,2699.14,4610815
2025-06-09,2666.92,2680.14,2663.18,2672.58,4149274
2025-06-10,2694.5,2715.73,2673.07,2683.13,5386601
2025-06-11,2692.13,2703.39,2671.26,2700.29,4312453
2025-06-12,2732.41,2734.36,2700.79,2723.51,4645108
2025-06-13,2737.81,2763.03,2713.66,2728.96,4982930
2025-06-16,2745.27,2771.15,2726.11,2739.8,5035563
2025-06-17,2738.89,2763.25,2728.95,2736.21,5266079
2025-06-18,2710.71,2748.01,2706.26,2721.83,5206279
2025-06-19,2713.75,2747.68,2708.91,2726.82,5208477
2025-06-20,2707.35,2720.09,2691.02,2700.43,5921143
2025-06-23,2701.17,2712.95,2682.82,2687.82,4191349
2025-06-24,2683.66,2694.74,2659.63,2686.12,4337274
2025-06-25,2681.68,2689.41,2675.03,2676.5,5706171
2025-06-26,2678.71,2693.54,2658.68,2691.17,4243105
2025-06-27,2715.21,2731.8,2714.89,2717.81,5379213
2025-06-30,2737.91,2740.43,2724.72,2738.95,5305757
2025-07-01,2757.19,2778.14,2731.8,2753.73,5151797
2025-07-02,2726.55,2756.41,2712.5,2732.34,4060543
2025-07-03,2762.56,2769.17,2736.33,2759.56,5155193
2025-07-04,2728.79,2737.44,2724.47,2731.31,4237945
2025-07-07,2718.65,2751.8,2705.01,2729.09,5502826
2025-07-08,2722.71,2734.02,2703.07,2717.13,4990316
2025-07-09,2703.86,2714.23,2700.36,2702.47,5065858
2025-07-10,2706.61,2718.38,2700.46,2716.48,5791832
2025-07-11,2723.39,2737.22,2706.75,2711.62,4593156
2025-07-14,2733.72,2749.57,2715.26,2724.52,5814582
2025-07-15,2705.41,2714.75,2692.25,2704.37,5139655
2025-07-16,2709.05,2732.61,2696.86,2697.38,4500811
2025-07-17,2694.26,2722.41,2668.49,2701.45,5561759
2025-07-18,2711.08,2721.42,2699.6,2699.92,5661769
2025-07-21,2731.22,2744.75,2691.97,2718.15,5053380
2025-07-22,2740.17,2747.53,2735.92,2744.78,4209110
2025-07-23,2745.09,2766.12,2728.9,2746.28,5373175
2025-07-24,2761.66,2795.12,2741.36,2773.45,5307069
2025-07-25,2788.87,2812.63,2780.59,2784.7,5802171
2025-07-28,2799.33,2816.87,2783.54,2786.67,5023300
2025-07-29,2795.48,2810.44,2785.17,2808.52,5931328
2025-07-30,2788.33,2798.47,2787.72,2795.95,5594610
2025-07-31,2814.27,2826.75,2795.24,2803.82,5894617
2025-08-01,2771.14,2777.57,2753.36,2776.01,4903215
2025-08-04,2756.16,2771.76,2749.58,2755.3,4356481
2025-08-05,2739.45,2749.93,2727.78,2736.45,5043683
2025-08-06,2750.38,2772.96,2729.87,2760.24,4535458
2025-08-07,2780.98,2793.92,2750.2,2769.93,5146299
2025-08-08,2748.38,2759.49,2737.05,2749.99,5339951
2025-08-11,2782.02,2794.73,2757.36,2776.73,4806760
2025-08-12,2786.39,2808.06,2768.52,2797.39,4620489
2025-08-13,2820.62,2854.05,2810.98,2826.41,4575627
2025-08-14,2807.35,2829.2,2796.4,2797.14,5909702
2025-08-15,2803.31,2828.75,2783.3,2803.4,5675331
2025-08-18,2795.89,2802.01,2764.9,2787.47,4525602
2025-08-19,2804.09,2822.57,2793.38,2797.91,5317531
2025-08-20,2777.71,2778.81,2768.31,2774.18,4069970
2025-08-21,2785.28,2787.79,2759.24,2778.82,5567580
2025-08-22,2765.58,2795.7,2762.16,2773.88,4767258
2025-08-25,2787.16,2810.31,2755.06,2775.68,5729499
2025-08-26,2814.73,2823.04,2798.01,2801.64,5686597
2025-08-27,2791.8,2795.73,2778.01,2778.94,5803845
2025-08-28,2794.12,2805.23,2784.95,2789.26,5168769
2025-08-29,2789.46,2789.85,2768.49,2781.37,4953755
2025-09-01,2780.59,2787.88,2756.51,2773.68,5339134
2025-09-02,2788.43,2805.94,2761.24,2799.39,5854374
2025-09-03,2820.65,2842.75,2810.71,2825.51,5332538
2025-09-04,2856.42,2865.05,2827.94,2844.77,4293133
2025-09-05,2804.5,2845.6,2779.72,2817.54,4492411
2025-09-08,2830.17,2853.4,2820.84,2840.51,5558477
2025-09-09,2853.41,2870.17,2844.47,2852.26,5856847
2025-09-10,2835.74,2861.09,2818.95,2847.15,5995485
2025-09-11,2839.34,2845.51,2818.21,2833.95,4495164
2025-09-12,2843.72,2874.73,2830.76,2855.16,5352299
2025-09-15,2843.76,2852.07,2818.8,2846.66,5778454
2025-09-16,2854.39,2872.17,2844.1,2866.09,4044789
2025-09-17,2834.25,2867.05,2828.21,2838.97,4430347
2025-09-18,2820.65,2826.49,2791.13,2813.19,5823883
2025-09-19,2805.05,2827.17,2786.08,2797.38,4581487
2025-09-22,2808.47,2822.15,2787.42,2818.48,4365946
2025-09-23,2805.58,2809.28,2777.4,2795.34,5653460
2025-09-24,2775.02,2784.76,2748.72,2779.92,5555495
2025-09-25,2764.57,2777.05,2749.32,2775.29,4759250
2025-09-26,2765.21,2790.05,2763.7,2776.06,4090943
2025-09-29,2800.75,2819.2,2769.87,2789.35,5349183
2025-09-30,2804.22,2830.09,2787.44,2816.59,5438850
2025-10-01,2799.28,2811.7,2790.53,2793.35,4675517
2025-10-02,2787.56,2807.42,2777.33,2799.72,5149986
2025-10-03,2808.87,2829.02,2789.07,2812.22,5060217
2025-10-06,2807.17,2838.24,2803.03,2818.46,5365071
2025-10-07,2842.33,2866.93,2824.68,2840.87,5862461
2025-10-08,2820.09,2837.45,2803.62,2824.64,4199409
2025-10-09,2808.21,2820.66,2806.91,2813.49,5440368
2025-10-10,2826.26,2862.15,2800.63,2838.54,4202510
2025-10-13,2849.53,2856.87,2822.74,2853.16,5177732
2025-10-14,2861.72,2873.48,2853.25,2856.86,5973692
2025-10-15,2882.49,2903.27,2871.01,2871.92,5259151
2025-10-16,2849.24,2875.09,2825.15,2860.58,5011224
2025-10-17,2832.83,2868.01,2814.91,2843.97,5599299
2025-10-20,2822.96,2842.86,2810.57,2830.71,5609422
2025-10-21,2852.93,2871.26,2821.94,2849.69,5948430
2025-10-22,2864.69,2865.52,2838.38,2859.16,5598888
2025-10-23,2843.1,2847.83,2839.4,2847.66,5187661
2025-10-24,2844.8,2878.26,2843.99,2857.09,4192429
