Date,Open,High,Low,Close,Volume
2024-12-27,1571.34,1588.56,1570.02,1573.15,5598815
2024-12-30,1559.56,1566.51,1548.55,1561.15,5687781
2024-12-31,1542.46,1554.62,1538.58,1543.81,4626866
2025-01-01,1560.6,1565.5,1555.75,1559.86,5160944
2025-01-02,1561.44,1575.9,1550.36,1566.13,4724133
2025-01-03,1580.29,1597.38,1579.9,1586.11,4372900
2025-01-06,1589.38,1594.51,1572.27,1586.3,4738696
2025-01-07,1590.61,1605.61,1584.69,1589.3,5413991
2025-01-08,1606.7,1611.29,1598.79,1601.23,5695137
2025-01-09,1571.38,1583.6,1556.5,1577.59,4118708
2025-01-10,1567.16,1569.68,1552.09,1563.24,4525464
2025-01-13,1539.72,1558.63,1527.47,1546.5,5134920
2025-01-14,1529.37,1530.93,1522.57,1524.58,5550828
2025-01-15,1523.23,1537.32,1513.92,1527.44,5071481
2025-01-16,1545.2,1549.64,1535.43,1540.6,5942979
2025-01-17,1533.79,1547.17,1528.96,1535.07,5157889
2025-01-20,1518.0,1521.08,1512.33,1514.31,5804483
2025-01-21,1536.35,1550.35,1526.77,1531.3,5358183
2025-01-22,1526.51,1537.78,1512.9,1525.16,5520255
2025-01-23,1543.43,1549.36,1538.54,1546.62,4392118
2025-01-24,1571.98,1573.85,1553.25,1568.29,4585340
2025-01-27,1565.17,1580.16,1553.51,1570.98,4693240
2025-01-28,1576.24,1576.87,1568.26,1569.38,5251748
2025-01-29,1554.71,1564.28,1542.79,1548.02,5028759
2025-01-30,1562.4,1563.54,1557.05,1561.62,5101833
2025-01-31,1543.47,1549.42,1535.83,1548.37,4872271
2025-02-03,1548.89,1555.81,1547.08,1550.39,5391113
2025-02-04,1540.34,1545.86,1536.53,1542.49,5112536
2025-02-05,1542.26,1553.86,1535.91,1541.31,4240589
2025-02-06,1548.36,1563.22,1542.38,1549.2,5302607
2025-02-07,1530.11,1550.79,1520.64,1537.18,5669766
2025-02-10,1556.13,1566.32,1544.97,1557.91,5911209
2025-02-11,1562.92,1570.96,1551.05,1558.7,5020903
2025-02-12,1543.28,1546.25,1529.69,1537.16,5988544
2025-02-13,1525.5,1537.29,1511.25,1518.34,5314773
2025-02-14,1500.9,1512.51,1496.32,1498.34,4889631
2025-02-17,1509.13,1526.13,1507.3,1513.58,5554776
2025-02-18,1528.44,1542.81,1522.34,1526.21,4322446
2025-02-19,1507.44,1508.02,1490.24,1504.18,4373276
2025-02-20,1518.47,1527.2,1505.87,1517.59,4542424
2025-02-21,1512.61,1519.47,1502.27,1513.34,4816844
2025-02-24,1521.82,1531.58,1515.49,1521.29,5585364
2025-02-25,1525.66,1545.63,1515.87,1532.63,5054525
2025-02-26,1518.68,1523.26,1500.5,1514.34,5604896
2025-02-27,1532.1,1546.53,1517.25,1533.92,4327834
2025-02-28,1529.89,1541.48,1526.79,1535.47,5144467
2025-03-03,1527.98,1532.53,1524.21,1525.93,5667271
2025-03-04,1545.19,1559.99,1527.65,1542.91,5834519
2025-03-05,1539.66,1545.56,1533.45,1545.49,5126489
2025-03-06,1541.29,1550.96,1537.31,1547.71,5522400
2025-03-07,1539.04,1550.34,1531.54,1540.39,4337545
2025-03-10,1527.42,1531.28,1512.13,1525.64,5407142
2025-03-11,1544.91,1558.07,1538.45,1539.49,5151024
2025-03-12,1538.45,1542.92,1523.34,1537.68,4205945
2025-03-13,1524.81,1539.32,1513.79,1523.59,5407808
2025-03-14,1524.64,1540.25,1523.12,1530.76,4666445
2025-03-17,1527.48,1540.2,1522.8,1530.11,4319595
2025-03-18,1531.07,1538.0,1522.32,1533.15,4010133
2025-03-19,1528.82,1539.71,1518.99,1524.47,4580239
2025-03-20,1534.55,1551.47,1532.67,1540.18,4970663
2025-03-21,1541.86,1549.36,1523.93,1537.63,5353819
2025-03-24,1547.87,1561.16,1529.33,1542.6,5129563
2025-03-25,1531.98,1541.58,1524.24,1528.41,5870880
2025-03-26,1506.22,1506.69,1499.82,1506.11,4849628
2025-03-27,1514.04,1518.96,1502.84,1518.4,5874824
2025-03-28,1540.92,1553.3,1531.14,1541.35,4468307
2025-03-31,1561.03,1574.41,1546.12,1559.63,5050931
2025-04-01,1558.51,1567.96,1553.25,1560.12,5778346
2025-04-02,1589.68,1600.56,1578.22,1582.06,4294378
2025-04-03,1574.41,1594.47,1569.05,1579.48,4306601
2025-04-04,1590.51,1596.48,1578.08,1590.77,5022659
2025-04-07,1574.12,1581.53,1568.91,1577.84,5086084
2025-04-08,1595.12,1604.84,1586.42,1597.34,4097386
2025-04-09,1577.4,1579.03,1574.57,1575.07,5328686
2025-04-10,1596.13,1600.33,1583.55,1590.8,4364589
2025-04-11,1582.93,1594.17,1581.32,1584.85,4163237
2025-04-14,1583.69,1600.04,1576.03,1585.65,4740080
2025-04-15,1598.42,1613.59,1596.61,1600.9,4013836
2025-04-16,1595.21,1603.64,1580.48,1600.99,5349469
2025-04-17,1584.79,1592.85,1578.48,1590.35,5713278
2025-04-18,1567.72,1584.71,1563.33,1571.96,5009813
2025-04-21,1579.97,1589.64,1574.4,1580.31,4861718
2025-04-22,1550.32,1566.37,1537.32,1557.44,5320241
2025-04-23,1564.12,1566.42,1545.04,1558.03,5934511
2025-04-24,1550.0,1559.29,1536.19,1542.93,4039049
2025-04-25,1564.18,1577.03,1559.8,1560.62,4454229
2025-04-28,1565.9,1579.48,1545.3,1558.22,5741398
2025-04-29,1548.46,1563.06,1544.86,1554.01,5306969
2025-04-30,1557.85,1572.83,1547.61,1561.53,4950995
2025-05-01,1559.34,1572.02,1545.81,1566.09,4034734
2025-05-02,1557.55,1565.4,1542.96,1551.97,4313652
2025-05-05,1551.91,1570.97,1545.7,1556.93,5840780
2025-05-06,1570.38,1572.22,1562.19,1570.32,4273319
2025-05-07,1590.08,1590.1,1588.46,1589.45,5423042
2025-05-08,1596.99,1602.91,1581.37,1596.64,5111105
2025-05-09,1600.19,1607.9,1589.52,1593.2,4735089
2025-05-12,1601.36,1613.55,1592.66,1597.5,4204927
2025-05-13,1589.98,1606.1,1588.55,1593.89,4175778
2025-05-14,1589.39,1595.89,1570.59,1583.43,5487192
2025-05-15,1587.26,1603.45,1579.63,1595.12,4786494
2025-05-16,1605.6,1610.67,1592.37,1602.59,4324594
2025-05-19,1600.36,1604.54,1591.58,1599.0,5184199
2025-05-20,1588.91,1603.33,1585.02,1592.49,4866602
2025-05-21,1595.92,1598.77,1587.97,1595.0,5014518
2025-05-22,1580.04,1588.55,1575.39,1583.1,5543047
2025-05-23,1571.43,1573.31,1553.68,1565.74,5642299
2025-05-26,1569.87,1578.57,1560.46,1575.19,4709755
2025-05-27,1591.37,1602.26,1574.49,1589.56,4816009
2025-05-28,1603.96,1613.4,1590.25,1611.93,5941672
2025-05-29,1610.17,1621.08,1600.04,1616.83,5277226
2025-05-30,1592.34,1609.88,1586.19,1594.18,5092627
2025-06-02,1591.21,1592.12,1580.28,1583.87,4367570
2025-06-03,1589.63,1593.81,1584.17,1590.6,5685921
2025-06-04,1586.62,1603.95,1578.85,1591.47,5464755
2025-06-05,1573.32,1579.1,1561.35,1578.53,4000602
2025-06-06,1594.67,1605.71,1585.09,1601.29,5404383
2025-06-09,1597.57,1605.84,1592.0,1596.2,4143900
2025-06-10,1617.28,1629.02,1609.35,1616.47,5222497
2025-06-11,1616.49,1620.96,1602.7,1609.03,4407948
2025-06-12,1605.28,1606.9,1592.04,1606.83,5061658
2025-06-13,1580.88,1592.34,1580.04,1587.67,5683891
2025-06-16,1584.46,1596.85,1581.18,1588.3,4524584
2025-06-17,1605.1,1614.14,1593.98,1597.65,5588536
2025-06-18,1594.27,1605.14,1588.24,1589.89,5807793
2025-06-19,1561.1,1568.18,1555.38,1567.12,4462175
2025-06-20,1571.26,1580.49,1570.56,1575.52,5083187
2025-06-23,1580.39,1584.55,1565.98,1577.22,4836618
2025-06-24,1590.61,1591.82,1584.43,1585.52,4999409
2025-06-25,1572.14,1585.62,1559.29,1576.58,5564803
2025-06-26,1591.83,1599.77,1572.64,1585.33,5542306
2025-06-27,1569.25,1576.54,1566.66,1572.94,5753921
2025-06-30,1573.16,1580.27,1571.9,1578.59,5417280
2025-07-01,1600.27,1600.5,1597.99,1600.39,4088632
2025-07-02,1615.19,1622.37,1613.54,1617.27,5847564
2025-07-03,1642.76,1650.82,1636.47,1636.72,5921005
2025-07-04,1635.61,1649.56,1621.35,1637.28,5102547
2025-07-07,1651.77,1661.06,1643.55,1652.13,4825684
2025-07-08,1674.78,1682.43,1655.48,1670.17,5086754
2025-07-09,1671.3,1671.5,1654.98,1668.15,5218462
2025-07-10,1645.68,1662.17,1632.31,1647.97,4551234
2025-07-11,1634.37,1644.86,1624.01,1634.84,5045996
2025-07-14,1629.75,1643.34,1619.4,1631.07,4840103
2025-07-15,1614.99,1622.3,1608.14,1620.18,4479339
2025-07-16,1639.22,1652.4,1628.33,1635.6,5795809
2025-07-17,1623.93,1645.33,1610.12,1629.7,5689609
2025-07-18,1604.23,1607.65,1602.52,1605.49,5322573
2025-07-21,1609.86,1622.5,1595.07,1606.32,5178889
2025-07-22,1616.42,1625.37,1602.9,1623.77,4451867
2025-07-23,1638.82,1649.53,1629.81,1639.21,4701825
2025-07-24,1625.0,1636.35,1621.91,1627.28,4721714
2025-07-25,1597.52,1617.51,1596.93,1603.6,4417245
2025-07-28,1609.74,1618.41,1607.0,1607.33,4596867
2025-07-29,1603.05,1610.86,1596.06,1600.28,5865694
2025-07-30,1581.63,1588.96,1579.15,1579.83,5820868
2025-07-31,1568.73,1574.02,1558.15,1563.92,5198810
2025-08-01,1565.75,1566.99,1549.17,1559.4,4657419
2025-08-04,1547.51,1554.9,1542.02,1550.75,4568848
2025-08-05,1573.38,1588.15,1565.01,1568.97,5092481
2025-08-06,1589.73,1594.03,1574.2,1591.1,5526249
2025-08-07,1574.39,1590.05,1570.45,1578.31,4441600
2025-08-08,1556.17,1563.37,1554.29,1562.38,5150148
2025-08-11,1545.43,1553.53,1541.19,1541.25,4217953
2025-08-12,1524.88,1540.18,1523.14,1530.16,4648797
2025-08-13,1521.21,1527.96,1504.35,1517.61,5104658
2025-08-14,1525.95,1543.35,1523.82,1533.18,4681996
2025-08-15,1549.59,1563.6,1548.58,1550.1,5150382
2025-08-18,1554.77,1565.62,1534.77,1547.51,5253224
2025-08-19,1549.32,1562.91,1536.74,1545.47,5341729
2025-08-20,1549.05,1557.39,1541.92,1552.0,5687594
2025-08-21,1529.76,1539.02,1516.84,1532.7,4022137
2025-08-22,1514.24,1527.08,1499.58,1509.48,4983979
2025-08-25,1513.93,1521.37,1507.39,1511.09,4628328
2025-08-26,1487.58,1492.97,1476.14,1488.61,4015137
2025-08-27,1486.14,1503.94,1477.78,1490.79,4524070
2025-08-28,1479.07,1484.84,1466.4,1475.57,4551509
2025-08-29,1458.58,1466.12,1453.84,1456.76,5286007
2025-09-01,1473.05,1477.24,1466.56,1470.34,5696194
2025-09-02,1455.48,1461.04,1442.91,1460.04,4231434
2025-09-03,1467.82,1471.81,1460.56,1466.09,4393823
2025-09-04,1453.05,1472.26,1438.84,1458.12,4214483
2025-09-05,1443.07,1454.85,1428.75,1448.5,4189156
2025-09-08,1433.07,1438.06,1423.21,1433.16,5676594
2025-09-09,1431.25,1443.08,1417.39,1433.09,4168240
2025-09-10,1454.55,1455.37,1444.76,1448.01,4149704
2025-09-11,1445.29,1462.9,1434.45,1449.91,4800225
2025-09-12,1458.8,1475.58,1447.84,1464.33,5617376
2025-09-15,1481.65,1500.18,1469.79,1485.41,5542083
2025-09-16,1497.92,1512.63,1489.71,1497.61,5429088
2025-09-17,1525.16,1527.58,1514.41,1518.54,5561800
2025-09-18,1538.99,1542.89,1533.1,1538.66,4416753
2025-09-19,1525.29,1542.37,1524.89,1532.16,4494856
2025-09-22,1535.63,1540.9,1524.51,1538.33,4250923
2025-09-23,1529.53,1548.33,1523.12,1533.47,5448610
2025-09-24,1533.8,1539.49,1518.37,1532.32,4330717
2025-09-25,1535.17,1540.36,1531.85,1532.32,5592913
2025-09-26,1531.36,1548.04,1526.78,1538.13,5659825
2025-09-29,1519.64,1524.64,1512.93,1519.83,5351920
2025-09-30,1536.33,1543.07,1519.29,1531.65,5445461
2025-10-01,1529.4,1533.24,1511.32,1525.98,5481902
2025-10-02,1519.96,1533.7,1507.65,1523.09,4391384
2025-10-03,1522.41,1532.24,1520.4,1525.1,5255522
2025-10-06,1545.1,1546.16,1531.21,1544.26,4620070
2025-10-07,1559.85,1566.94,1555.71,1559.2,5061070
2025-10-08,1548.6,1553.78,1546.39,1553.49,5627424
2025-10-09,1556.35,1560.13,1555.84,1559.15,5717671
2025-10-10,1554.21,1561.94,1546.86,1553.83,5285636
2025-10-13,1542.23,1548.59,1528.29,1543.62,5381794
2025-10-14,1528.46,1530.44,1521.42,1523.35,4423790
2025-10-15,1500.57,1505.69,1495.19,1505.21,4814950
2025-10-16,1512.8,1523.41,1501.16,1512.41,4768300
2025-10-17,1502.88,1503.08,1498.43,1499.61,5375206
2025-10-20,1505.07,1506.27,1496.24,1499.22,4127297
2025-10-21,1496.54,1509.87,1490.25,1492.91,5665662
2025-10-22,1507.2,1511.2,1487.92,1502.34,4147614
2025-10-23,1511.16,1520.84,1503.9,1517.56,4212284
2025-10-24,1528.4,1531.3,1520.68,1527.92,4521693
