Date,Open,High,Low,Close,Volume
2025-01-10,3589.42,3611.01,3572.46,3597.27,4339860
2025-01-13,3633.17,3638.2,3595.09,3622.26,5344649
2025-01-14,3616.05,3654.55,3605.62,3620.72,5081940
2025-01-15,3640.74,3676.43,3614.27,3648.59,5898564
2025-01-16,3661.74,3665.09,3646.39,3649.65,5712750
2025-01-17,3640.26,3646.72,3605.8,3645.74,5052785
2025-01-20,3631.53,3638.64,3603.37,3635.67,4668330
2025-01-21,3682.45,3706.39,3662.35,3670.0,4288567
2025-01-22,3648.03,3665.26,3626.73,3632.87,5591405
2025-01-23,3647.36,3649.42,3613.77,3649.23,4536711
2025-01-24,3613.78,3660.59,3599.64,3626.49,4887629
2025-01-27,3587.96,3606.41,3553.8,3595.58,4880437
2025-01-28,3610.96,3613.23,3600.64,3606.53,5048217
2025-01-29,3596.7,3632.81,3569.44,3614.18,4301102
2025-01-30,3579.71,3610.34,3564.35,3597.65,4392825
2025-01-31,3595.65,3645.8,3562.12,3610.61,5103226
2025-02-03,3624.45,3642.85,3578.69,3614.1,5831508
2025-02-04,3616.63,3652.11,3584.77,3611.73,4034062
2025-02-05,3584.85,3609.1,3572.56,3600.42,4217398
2025-02-06,3630.36,3642.43,3587.23,3621.84,5145073
2025-02-07,3614.18,3644.19,3597.65,3609.03,5458336
2025-02-10,3595.87,3612.19,3585.66,3607.33,5978883
2025-02-11,3596.54,3605.56,3567.75,3603.98,4087883
2025-02-12,3582.6,3603.71,3575.99,3589.42,4992791
2025-02-13,3579.05,3585.89,3547.05,3570.01,5637543
2025-02-14,3540.13,3549.8,3527.53,3534.63,4916353
2025-02-17,3573.47,3605.44,3542.93,3564.8,4391784
2025-02-18,3564.41,3597.45,3547.28,3564.5,5680129
2025-02-19,3529.23,3547.1,3529.05,3531.89,4378444
2025-02-20,3529.09,3538.24,3517.13,3535.41,4642768
2025-02-21,3538.91,3544.81,3511.59,3531.22,4937698
2025-02-24,3508.74,3521.11,3495.74,3495.8,4575784
2025-02-25,3516.71,3518.73,3494.96,3506.49,4851884
2025-02-26,3506.51,3530.33,3494.33,3495.98,4299430
2025-02-27,3528.97,3544.44,3491.92,3522.7,4494918
2025-02-28,3539.47,3557.77,3524.15,3544.2,5268975
2025-03-03,3515.52,3530.33,3495.97,3517.28,4161240
2025-03-04,3524.02,3538.05,3510.64,3522.98,4523473
2025-03-05,3541.67,3565.16,3524.59,3558.54,5915837
2025-03-06,3554.86,3572.63,3535.18,3563.35,5283199
2025-03-07,3561.38,3578.87,3515.49,3546.61,5788506
2025-03-10,3501.99,3538.56,3501.9,3513.49,5699769
2025-03-11,3539.69,3551.01,3504.48,3527.5,4136187
2025-03-12,3523.97,3541.96,3494.28,3531.37,5488063
2025-03-13,3569.35,3597.68,3546.93,3564.44,4254515
2025-03-14,3612.87,3621.42,3584.12,3602.35,4756854
2025-03-17,3601.88,3635.6,3585.73,3606.61,5283348
2025-03-18,3621.19,3651.47,3610.94,3636.99,5003833
2025-03-19,3648.83,3678.87,3605.33,3639.03,4664855
2025-03-20,3648.56,3675.21,3624.64,3650.39,5841215
2025-03-21,3678.6,3700.22,3668.18,3676.71,4270601
2025-03-24,3686.36,3688.4,3639.13,3671.28,4320896
2025-03-25,3643.17,3689.69,3614.95,3655.52,5987016
2025-03-26,3705.42,3736.77,3663.19,3690.85,5331811
2025-03-27,3719.36,3751.06,3705.02,3727.76,4195933
2025-03-28,3715.62,3763.08,3684.19,3727.97,5381462
2025-03-31,3753.17,3765.84,3735.3,3738.15,4086390
2025-04-01,3747.04,3766.5,3733.6,3764.79,5209576
2025-04-02,3734.54,3766.8,3720.28,3745.37,4063514
2025-04-03,3749.98,3760.84,3743.59,3745.21,5012808
2025-04-04,3735.72,3750.89,3703.92,3724.27,5444127
2025-04-07,3686.12,3706.21,3656.78,3688.35,5272258
2025-04-08,3672.77,3684.5,3659.1,3659.54,4724294
2025-04-09,3684.02,3711.37,3667.87,3697.67,4669234
2025-04-10,3662.86,3693.27,3631.39,3676.74,4106126
2025-04-11,3655.59,3682.36,3628.11,3659.83,5814681
2025-04-14,3703.68,3738.26,3681.81,3692.11,4398110
2025-04-15,3713.33,3732.51,3694.72,3713.4,4647056
2025-04-16,3697.96,3727.79,3677.89,3713.18,4504844
2025-04-17,3684.57,3691.87,3665.96,3690.0,5850399
2025-04-18,3724.14,3734.78,3680.86,3717.73,4225437
2025-04-21,3726.3,3753.41,3703.34,3712.1,4767426
2025-04-22,3658.61,3695.75,3635.28,3675.1,4605241
2025-04-23,3640.9,3668.74,3614.53,3640.75,5307032
2025-04-24,3641.21,3690.79,3619.14,3655.14,5667020
2025-04-25,3696.28,3709.79,3662.53,3694.14,5263456
2025-04-28,3694.88,3696.56,3663.0,3694.88,4698436
2025-04-29,3720.22,3725.76,3715.52,3719.5,4293141
2025-04-30,3709.66,3715.69,3705.12,3705.47,5550465
2025-05-01,3736.8,3755.75,3714.99,3733.3,5027282
2025-05-02,3742.87,3780.97,3719.23,3750.38,5413074
2025-05-05,3715.18,3729.73,3711.42,3718.29,5828924
2025-05-06,3715.94,3751.33,3714.72,3733.61,5641868
2025-05-07,3775.2,3783.79,3736.46,3772.24,5007574
2025-05-08,3749.83,3773.07,3739.05,3745.0,4309908
2025-05-09,3761.68,3793.0,3750.41,3771.4,4400103
2025-05-12,3724.69,3737.29,3713.16,3731.64,4860623
2025-05-13,3735.95,3753.57,3726.13,3731.79,5525472
2025-05-14,3682.61,3703.65,3657.75,3695.98,5388790
2025-05-15,3689.68,3729.57,3669.74,3694.23,5118048
2025-05-16,3676.1,3709.89,3665.84,3681.47,5349116
2025-05-19,3697.23,3723.91,3695.66,3705.97,4585118
2025-05-20,3700.48,3746.79,3674.48,3710.69,4606085
2025-05-21,3734.44,3752.7,3707.96,3727.35,5175427
2025-05-22,3773.9,3784.22,3729.74,3762.78,5418979
2025-05-23,3781.25,3796.17,3741.68,3766.34,5621233
2025-05-26,3783.54,3802.39,3772.73,3791.49,4726376
2025-05-27,3832.69,3861.34,3796.65,3826.72,5736340
2025-05-28,3846.55,3873.32,3796.92,3829.96,5291168
2025-05-29,3840.14,3852.14,3836.5,3850.18,4473267
2025-05-30,3844.54,3877.78,3833.67,3861.82,4210857
2025-06-02,3863.1,3914.56,3862.25,3877.16,4331226
2025-06-03,3886.08,3920.22,3849.03,3869.25,4418289
2025-06-04,3882.67,3902.06,3846.14,3890.95,5612133
2025-06-05,3858.8,3879.45,3845.26,3855.94,5964338
2025-06-06,3832.92,3848.94,3810.64,3816.84,5958577
2025-06-09,3871.09,3886.46,3832.5,3851.94,5964210
2025-06-10,3887.38,3898.63,3835.68,3872.96,4625773
2025-06-11,3863.5,3916.86,3835.86,3878.73,5344929
2025-06-12,3882.18,3918.85,3876.39,3882.41,4981510
2025-06-13,3875.01,3887.83,3852.7,3863.08,5359552
2025-06-16,3830.47,3870.83,3822.46,3842.53,5190723
2025-06-17,3845.38,3880.78,3831.49,3857.22,4850374
2025-06-18,3885.46,3888.83,3872.01,3884.86,4387514
2025-06-19,3924.99,3962.62,3886.01,3925.88,4804413
2025-06-20,3913.02,3950.36,3875.87,3903.12,5515994
2025-06-23,3900.03,3923.41,3870.25,3909.35,5400448
2025-06-24,3869.15,3892.36,3849.9,3876.64,5877199
2025-06-25,3920.14,3947.2,3895.47,3909.59,5972655
2025-06-26,3896.49,3905.03,3858.31,3892.03,4321253
2025-06-27,3907.2,3921.79,3876.6,3888.19,5914273
2025-06-30,3887.16,3912.97,3855.33,3885.7,4518972
2025-07-01,3904.8,3935.54,3882.55,3901.06,5107659
2025-07-02,3901.95,3940.59,3865.34,3918.48,5148503
2025-07-03,3941.31,3974.3,3908.38,3953.09,5791987
2025-07-04,3939.67,3962.97,3923.25,3954.85,4190718
2025-07-07,3987.25,3991.64,3952.64,3989.42,4871208
2025-07-08,3968.02,4004.08,3960.36,3985.65,5516828
2025-07-09,3934.19,3943.99,3903.42,3943.87,4153154
2025-07-10,3898.49,3907.05,3898.27,3904.57,5959962
2025-07-11,3957.45,3976.13,3910.23,3938.3,4377448
2025-07-14,3972.05,4010.91,3947.49,3961.52,4881562
2025-07-15,3966.08,3983.87,3947.34,3950.62,4791667
2025-07-16,3947.05,3973.17,3921.7,3939.85,5370560
2025-07-17,3955.82,4010.39,3931.81,3970.96,4267066
2025-07-18,3979.73,3990.93,3940.84,3990.79,4625712
2025-07-21,3996.3,4013.24,3962.81,3987.56,4481640
2025-07-22,3959.39,3976.42,3956.91,3965.49,5520485
2025-07-23,3969.91,4014.9,3954.62,3988.57,5963433
2025-07-24,4002.63,4030.4,3966.65,4022.12,4070414
2025-07-25,4024.3,4059.4,3987.05,4017.39,4092771
2025-07-28,3998.14,4017.5,3992.69,4008.79,4118371
2025-07-29,3996.8,4006.15,3973.84,3977.17,5208190
2025-07-30,3965.26,3991.93,3934.47,3961.38,4632845
2025-07-31,4013.45,4034.37,3970.63,3994.05,4577039
2025-08-01,3973.36,4008.31,3952.12,3955.62,5312802
2025-08-04,3973.33,3975.19,3945.08,3971.11,5349131
2025-08-05,3997.42,4010.16,3962.76,3986.03,4312932
2025-08-06,3956.0,3989.89,3925.97,3968.54,4472581
2025-08-07,3959.41,3991.32,3947.84,3951.21,5179408
2025-08-08,3940.36,3964.55,3916.26,3943.65,4534764
2025-08-11,3923.76,3959.94,3912.02,3918.01,4193911
2025-08-12,3933.98,3936.01,3896.65,3921.07,5268712
2025-08-13,3944.6,3952.02,3920.55,3929.91,5518978
2025-08-14,3933.52,3952.92,3929.86,3944.68,4635831
2025-08-15,3964.88,4021.53,3963.38,3984.19,4246029
2025-08-18,4015.94,4052.66,3993.56,4005.75,5475909
2025-08-19,3996.33,4018.39,3970.88,3979.81,4798305
2025-08-20,3982.78,3995.06,3951.4,3976.87,5851390
2025-08-21,3960.67,4015.65,3939.66,3976.63,5761043
2025-08-22,3949.2,3973.36,3911.51,3960.96,5812117
2025-08-25,3922.82,3947.03,3920.26,3936.76,5214550
2025-08-26,3947.64,3963.51,3917.25,3955.75,5194935
2025-08-27,3984.62,4010.73,3972.06,3984.65,4539653
2025-08-28,4007.19,4036.65,3996.76,4007.65,4966428
2025-08-29,3990.24,3997.0,3967.38,3978.51,5024073
2025-09-01,3966.34,4005.62,3949.27,3950.96,5098791
2025-09-02,3924.15,3961.24,3897.61,3910.59,5602934
2025-09-03,3854.26,3892.68,3818.33,3868.28,4316732
2025-09-04,3826.88,3841.16,3812.04,3826.66,5398286
2025-09-05,3879.0,3904.57,3825.03,3863.05,5116130
2025-09-08,3848.55,3887.9,3820.64,3867.43,4601229
2025-09-09,3838.48,3864.35,3819.08,3826.5,5907933
2025-09-10,3815.48,3835.49,3770.76,3799.6,5299774
2025-09-11,3813.79,3823.98,3778.87,3801.8,4782345
2025-09-12,3838.5,3849.41,3826.88,3840.07,4629092
2025-09-15,3868.98,3894.27,3850.1,3855.56,5592966
2025-09-16,3812.37,3830.38,3792.4,3815.99,5335357
2025-09-17,3762.55,3793.83,3741.25,3774.96,5644956
2025-09-18,3778.95,3815.75,3757.04,3761.0,5927601
2025-09-19,3712.55,3755.61,3708.37,3723.29,4997196
2025-09-22,3720.32,3745.79,3677.95,3704.61,5138817
2025-09-23,3692.44,3744.22,3667.13,3709.77,4434442
2025-09-24,3726.22,3752.78,3694.48,3716.84,4161349
2025-09-25,3702.86,3723.84,3694.92,3700.49,5419845
2025-09-26,3726.37,3760.86,3694.32,3732.65,5445588
2025-09-29,3751.02,3787.57,3715.5,3750.99,4916640
2025-09-30,3713.16,3751.54,3698.82,3728.97,5249081
2025-10-01,3730.71,3731.81,3693.49,3720.53,4944872
2025-10-02,3714.4,3754.77,3693.29,3719.76,5425423
2025-10-03,3722.29,3755.54,3696.07,3726.76,4516842
2025-10-06,3728.52,3749.94,3717.77,3744.17,5329386
2025-10-07,3711.7,3729.2,3677.98,3715.8,5977530
2025-10-08,3695.0,3710.17,3662.95,3700.18,4392989
2025-10-09,3696.69,3715.64,3661.46,3694.59,4187944
2025-10-10,3667.77,3704.78,3642.99,3682.76,4807902
2025-10-13,3640.25,3671.78,3630.24,3643.39,5173433
2025-10-14,3693.33,3714.45,3645.23,3675.75,4798452
2025-10-15,3640.69,3658.92,3609.6,3649.13,4350659
2025-10-16,3641.03,3661.55,3607.42,3643.9,4527852
2025-10-17,3687.51,3705.79,3665.27,3679.38,4960205
2025-10-20,3640.56,3682.29,3616.25,3647.68,5300637
2025-10-21,3651.26,3667.33,3617.37,3638.08,5727078
2025-10-22,3684.14,3689.15,3641.84,3666.75,5986587
2025-10-23,3681.67,3688.98,3659.52,3682.44,4669280
2025-10-24,3672.76,3690.79,3650.06,3665.61,4508400
